Farm,Date Sampled,Site,Rep,Plot,Start ,T_Air,T_5cm,T_10cm,AVG_Moist,AVG_Depth,umol_CO2 T0,umol_CO2 T5,umol_CO2 T10,umol_CO2 T15,umol_CO2 T20,ppm_N2O T0,ppm_N2O T5,ppm_N2O T10,ppm_N2O T15,ppm_N2O T20
FRF,8/13/2016,HAY,3,B,9:27,25.9,25.9,25.3,25.2,16.06,121.0366692,238.459833,346.5578552,442.2792594,475.6107722,190.6325598,135.1541474,146.2397521,140.2938369,145.0304134
FRF,8/20/2016,HAY,3,B,8:55,19.9,21.3,22.2,23.63,15.07,128.6004354,172.2488593,240.5520104,288.7647706,378.9025783,570.2187936,547.7121467,557.9233008,562.8078117,558.8075657
FRF,8/26/2016,HAY,3,B,14:23,27.3,25.5,23.7,21,16.08,113.2835831,210.9932183,329.3070362,353.3891374,461.5623387,666.5932181,720.5052055,733.2866364,756.8593101,763.8028557
FRF,9/2/2016,HAY,3,B,9:37,20.9,18.9,19.3,15.83,15.69,145.7220296,206.4495141,256.0718432,300.4630209,363.065083,326.6305722,345.0879996,375.6173302,408.1508764,436.7692108
FRF,9/9/2016,HAY,3,B,12:30,26.2,26.1,23.5,14.6,14.51,105.3752053,213.6382198,353.8146056,454.7027262,600.7694146,327.6569806,323.0732262,326.2432994,343.2717328,358.8436461
FRF,9/14/2016,HAY,3,B,16:27,25,23.1,21.8,11.37,15.08,121.3007409,175.4832542,251.77666,288.2223399,323.1041374,254.2287901,252.4130745,252.2359315,255.6902198,240.8544946
FRF,9/22/2016,HAY,3,B,11:39,21.6,21.1,19.3,20.37,14.71,102.8005407,188.3990273,269.2531624,403.171543,456.6685684,362.4626907,356.9160359,360.7726943,370.4360069,372.8193351
FRF,9/30/2016,HAY,3,B,10:40,12.7,14.3,14.5,20.7,14.74,95.16701499,138.0994502,206.0005833,245.8449238,282.8756668,303.3816536,352.4311544,348.8478418,370.7432783,380.8184367
FRF,10/7/2016,HAY,3,B,9:57,15.4,13,13.4,23.3,15.48,129.7865585,183.3741203,220.4203091,270.6801359,336.8975225,481.9221341,546.030829,502.2931213,518.5128779,525.6170456
FRF,10/14/2016,HAY,3,B,14:11,14.3,14,12.8,22.67,16.7,112.1720903,169.1793714,180.3918532,229.7141749,276.1738841,628.5648276,627.7993164,639.2819847,625.6883612,613.6721548
FRF,10/19/2016,HAY,3,B,10:14,21.7,14.6,14.2,21.33,15.53,135.1048207,155.2702724,205.7630922,253.3846215,296.3466898,529.4822465,483.688345,496.0836867,505.8105869,505.3801931
FRF,10/27/2016,HAY,3,B,8:22,-0.3,4.8,6.6,26.3,15.28,108.4180449,145.9756662,150.6197673,,151.0077128,643.4028711,646.5910876,648.972647,646.4182325,661.4566274
FRF,6/1/2017,HAY,3,B,10:42,20.8,18.6,16.4,32.63,12.57,130.8842745,186.8098942,211.2815841,307.4351957,384.9484386,1,1,1,1,1
FRF,6/8/2017,HAY,3,B,1:19,28,25.4,21,31.03,15.37,72.93906481,183.2136742,314.3905595,408.473975,586.0542872,627.6001034,624.9730379,630.9706779,644.5521106,675.184685
FRF,6/13/2017,HAY,3,B,12:15,30.2,29.8,25.8,26.27,15.5,147.7325222,297.4676247,374.2830363,461.7440175,665.568127,570.165231,572.9019844,580.687576,582.1031381,585.7835996
FRF,6/22/2017,HAY,3,B,12:17,24.5,28.9,23.8,29.57,14.6,122.0888903,220.3976356,355.0713877,416.726723,628.2992243,590.7025995,,587.9082517,597.6647882,625.5609046
FRF,6/27/2017,HAY,3,B,10:34,18.6,20.6,20.6,26.7,14.6,99.76748179,220.4299952,233.3336087,279.5257996,419.2119914,566.1424872,585.6344759,587.4434772,586.5389766,595.629208
FRF,7/6/2017,HAY,3,B,10:35,28.4,22,21.3,23.53,13.72,1,1,1,1,1,381.7806043,401.687386,391.1943535,429.9885937,426.211102
FRF,7/11/2017,HAY,3,B,12:18,24.6,24.2,22.8,25.7,14.01,108.3877186,139.5700732,203.1223478,271.2094175,355.0404948,402.105689,491.1815911,464.2237521,475.8271262,532.6436478
FRF,7/20/2017,HAY,3,B,2:07,30.9,29.8,26.9,22.17,15.16,174.5158964,414.6717737,550.2360799,738.1408117,930.9633859,698.1316686,779.7110109,714.5069034,746.020573,735.7798672
FRF,7/26/2017,HAY,3,B,11:38,22.9,23.1,20.2,28.13,15.48,122.349222,263.5007145,355.377974,504.3100085,595.5490204,716.1576454,736.1650832,761.1743805,785.5773918,
FRF,8/1/2017,HAY,3,B,12:03,30.4,28.8,25.1,23.93,13.93,117.0011726,227.9939068,329.8552365,421.6412414,522.1208904,468.3108146,631.2872268,674.4567002,668.0596536,647.258661
FRF,8/9/2017,HAY,3,B,10:47,23.9,22.2,20.3,32.93,14.63,229.1647591,272.4398851,365.2424368,462.0422894,526.4335913,578.497615,600.3974313,619.8011395,615.89214,649.0950874
FRF,8/17/2017,HAY,3,B,12:48,26,23.9,22.1,24.63,15,153.0074665,363.8344322,423.2775385,465.4163274,663.450128,616.3076522,604.2962357,619.9432917,619.7592086,641.3889625
FRF,8/23/2017,HAY,3,B,10:57,21.2,24,22.9,33.37,16.39,131.5986269,51.23307061,431.9994902,544.1308627,634.0002558,647.9232777,715.8274512,739.7535941,733.9422115,735.7746294
FRF,9/7/2017,HAY,3,B,12:42,19.8,22.1,19.9,35.67,16.27,291.2719822,426.5554263,507.7032803,507.5439301,515.8542816,593.799594,623.5613012,663.1247684,685.0450677,703.8763276
FRF,9/13/2017,HAY,3,B,9:42,16.7,15.9,16,29.5,15.83,189.309303,253.9228838,333.4444733,428.8264259,466.084238,611.0370888,630.1131894,657.9703523,99.21218733,645.3034177
FRF,9/21/2017,HAY,3,B,1:11,23.8,24.1,21.6,25.23,16.3,445.5687992,362.723277,414.8073933,,539.6545203,640.6482701,632.5735903,627.944793,641.8311849,629.8991741
FRF,10/6/2017,HAY,3,B,11:09,15,15.2,15.5,21.67,15.71,284.6254741,313.188131,407.3987838,516.5426336,504.0062631,1,619.6017113,600.5470033,1,1
FRF,10/13/2017,HAY,3,B,1:27,21.3,16.6,14.9,28.43,15.72,253.9536337,309.7918993,335.9762345,403.6134031,436.5888017,592.1433623,605.7359626,611.0936298,614.0701116,631.5321382
FRF,5/20/2016,HAY,3,C,13:56,23.1,19.7,15.9,23.57,13.86,188.8765248,340.5172035,480.6141647,622.4707788,788.9231019,1689.18246,1609.007395,1602.919709,1652.656347,1604.74355
FRF,5/26/2016,HAY,3,C,11:59,27.3,19.3,16.5,23.8,14.01,202.1970775,248.1344433,648.7010174,730.0550492,1052.25148,1657.066709,1641.67663,1663.658897,1628.130868,1644.592645
FRF,6/3/2016,HAY,3,C,11:56,21.9,18.3,17.7,21.43,13.76,197.6381993,478.4983994,550.7146087,697.5726748,816.471961,1336.829587,1351.802416,1292.610996,1320.856902,1303.659395
FRF,6/9/2016,HAY,3,C,12:05,18.6,21.1,18.4,27.67,15.91,129.1733662,199.4256166,237.3481808,341.9574084,398.8743637,2127.957424,2082.587377,2078.531485,2102.58712,2140.1251
FRF,6/17/2016,HAY,3,C,9:51,20.6,21.1,18.6,21.67,15.38,136.9810209,214.8791155,279.6322638,339.600236,403.7766693,1794.824193,1791.710943,1776.589439,1883.538758,1787.943648
FRF,6/23/2016,HAY,3,C,12:29,28.7,28.8,21.9,17.4,15.74,128.9113,229.4182201,361.0177065,487.5530145,569.808678,1890.754833,1895.518058,1837.530363,1903.400562,1929.225952
FRF,6/30/2016,HAY,3,C,9:28,22,21,20.3,14.37,15.23,136.6962103,238.0556649,317.9545308,342.291334,458.150628,1624.665078,1588.065026,1642.757009,1600.819961,1650.786987
FRF,7/6/2016,HAY,3,C,12:02,33.2,29.2,23.4,11.6,16.17,135.9602438,256.6092284,323.7741269,462.7938532,442.6115986,1831.62581,1923.691406,1858.406057,1735.549975,1852.458667
FRF,7/15/2016,HAY,3,C,9:11,24.5,23.1,22.6,15.3,16.28,140.4383537,246.2211944,384.3860978,446.4095398,543.7387992,800.1899221,818.0426379,863.4641587,906.1096541,974.4333855
FRF,7/23/2016,HAY,3,C,7:56,24.4,21.3,21.7,10.43,16.73,122.5593772,171.9595877,232.9177624,275.6905365,305.8076958,654.102268,667.6900496,670.5983116,680.5626848,675.5804982
FRF,7/28/2016,HAY,3,C,9:27,28,22.6,22,8.83,15.84,143.4840344,170.2077851,217.8909593,253.7492502,280.7595175,809.3681189,940.8791934,949.8469246,942.2642618,797.254639
FRF,8/3/2016,HAY,3,C,9:52,20.5,21.3,20.7,24.83,15.19,121.9810022,203.9771099,250.2934662,296.6744501,354.1767451,640.9178815,649.198247,678.3907603,701.077272,714.0047815
FRF,8/13/2016,HAY,3,C,9:27,25.9,25,24.5,24.7,16.07,121.1204316,247.8923907,314.7777184,451.2282711,471.6317927,190.7644855,154.3079455,176.7970421,180.7805368,202.5636976
FRF,8/20/2016,HAY,3,C,8:55,19.9,20.2,21.1,20.53,15.27,130.3075208,148.3574276,227.5632336,291.5554711,296.6936885,577.7880696,559.3133427,566.6093665,564.6040267,573.094721
FRF,8/26/2016,HAY,3,C,14:23,27.3,25,23,23.87,16.12,113.5967374,233.1094981,326.0721712,395.8925742,462.3798925,668.4359084,742.0990352,743.6734127,760.6367758,766.9786344
FRF,9/2/2016,HAY,3,C,9:37,20.9,17.6,18.3,20.43,15.4,143.0387628,203.3127695,259.6031908,280.5519365,342.5263127,320.6161282,340.5637445,376.9818696,427.7430628,455.811555
FRF,9/9/2016,HAY,3,C,12:30,26.2,23.3,21.7,14.57,14.93,108.4412526,245.7278074,370.3634014,547.355947,674.4151178,337.1906447,347.903369,360.114993,377.3964247,397.3229736
FRF,9/14/2016,HAY,3,C,16:27,25,22.1,20.9,12.13,15.48,124.5187414,194.7401342,263.0054444,331.8141109,291.6551405,260.9732532,241.3797312,262.2006897,250.790077,256.9272591
FRF,9/22/2016,HAY,3,C,11:39,21.6,18.9,17.9,22.5,14.04,98.14190593,195.1071941,315.5920521,393.097143,480.6163853,346.036889,340.6174847,350.1324693,352.9455952,354.3521581
FRF,9/30/2016,HAY,3,C,10:40,12.7,14,14.2,21.33,15.48,99.90026517,137.614638,214.1571933,284.1443412,336.8147957,318.4707186,363.2671594,359.6521794,369.6177999,380.3650376
FRF,10/7/2016,HAY,3,C,9:57,15.4,12.1,12.7,24.83,14.49,121.4943807,150.0830739,190.5432402,217.3162964,251.6433743,451.1317034,462.3890988,467.0563107,494.1581895,490.9131751
FRF,10/14/2016,HAY,3,C,14:11,14.3,13.2,12,22.77,15.69,105.3805666,152.2689643,190.3464725,225.0903084,301.0743673,590.5080084,589.9849808,577.1272198,589.7234671,593.2321103
FRF,10/19/2016,HAY,3,C,10:14,21.7,14.4,14,24.97,15.1,131.3358021,154.4152697,214.6642523,211.2770784,253.8750113,514.7112825,468.2493932,556.1316072,483.3322488,481.8678938
FRF,10/27/2016,HAY,3,C,8:22,-0.3,4.2,5.9,28.6,14.97,106.2102592,129.7785887,128.7816577,146.506099,160.4631326,630.300849,640.0093979,641.8908996,653.25517,656.3784629
FRF,6/1/2017,HAY,3,C,10:41,20.8,17.3,15.4,31.93,15.51,161.5512353,244.8198417,285.0920538,236.3576076,509.477745,1,1,1,1,1
FRF,6/8/2017,HAY,3,C,1:20,28,22.8,19.5,33.2,16.41,77.89660066,351.7195973,510.1868642,518.4970825,463.2953501,670.2569434,685.9790156,696.1427794,685.4496529,704.6125826
FRF,6/13/2017,HAY,3,C,12:17,30.2,27.9,24.6,27.8,15.7,149.6387483,186.2575179,294.9092622,521.7329662,,577.5222018,593.9156286,580.1030911,604.430363,595.3972503
FRF,6/22/2017,HAY,3,C,12:16,24.5,26.1,22.9,31.67,15.46,129.2432621,390.3553958,208.0948079,725.9005021,561.9969759,625.3175921,631.334058,667.2323048,655.7007451,686.284447
FRF,6/27/2017,HAY,3,C,10:35,18.6,20.2,20.3,27.97,15.18,103.7156622,56.25439731,140.8902836,239.8442262,250.1665459,588.5469083,590.3334692,606.2714725,623.2438006,624.8423024
FRF,7/6/2017,HAY,3,C,10:34,28.4,21.9,21,27.77,14.37,1,1,1,1,1,399.7103817,537.5039865,462.7376159,485.4625749,476.2344838
FRF,7/11/2017,HAY,3,C,12:19,24.6,23.5,22.2,26,13.5,104.4338446,155.9055124,245.3786339,248.540996,297.1930921,387.4372816,427.4832246,460.7343687,484.6366403,466.8545068
FRF,7/20/2017,HAY,3,C,2:09,30.9,27,24.6,22,15.27,175.7953384,503.4120585,602.6099105,759.1785361,546.1984394,703.2499359,713.3663814,736.6391894,729.7619999,797.3876969
FRF,7/26/2017,HAY,3,C,11:39,22.9,20.2,18.7,30.8,15.38,121.5587388,274.6166318,391.2878888,521.8268325,654.9324684,711.5306398,729.2001263,748.024153,764.1375199,781.2046375
FRF,8/1/2017,HAY,3,C,12:02,30.4,26.3,23.1,23.23,15.19,127.5443404,268.410031,383.8196838,478.38879,547.2185163,510.5110715,723.5490337,741.467683,763.5427201,672.0098258
FRF,8/9/2017,HAY,3,C,10:46,23.9,21.8,19.8,35.73,15.59,244.1292004,362.5337572,343.4962707,486.2612191,513.8246113,616.2734653,644.6205149,701.76616,709.7434712,715.7139118
FRF,8/17/2017,HAY,3,C,12:47,26,23.5,21.5,26.1,14.5,147.9072176,237.0963607,301.8986773,396.0300382,371.967475,595.7640638,618.941649,645.1443317,682.201776,685.0934133
FRF,8/23/2017,HAY,3,C,10:58,21.2,23.8,22.5,36.6,14.96,120.0893232,277.9904396,409.3315537,544.5015522,669.2113153,591.2574453,646.6297968,709.9807356,753.0746623,796.9807805
FRF,9/7/2017,HAY,3,C,12:43,19.8,20.5,18.9,36.17,16.5,295.4500639,419.929303,548.2045368,659.9537239,712.5147813,602.3172111,636.7237985,685.0496884,678.4214492,710.2369976
FRF,9/13/2017,HAY,3,C,9:41,16.7,14.7,15.1,32.97,16.03,191.7005784,231.9821606,282.0621326,398.1653241,469.7213883,618.755452,643.6427778,,373.510531,379.694035
FRF,9/21/2017,HAY,3,C,1:12,23.8,23.3,20.9,26.9,16.36,447.0874386,279.7352273,,419.7772077,346.167601,642.831802,641.4384299,659.0362037,660.1715439,675.4470308
FRF,10/6/2017,HAY,3,C,11:11,15,14.9,15,27.03,14.91,270.1325221,351.505944,400.5083055,487.3768648,487.5173502,1,1,1,1,1
FRF,10/13/2017,HAY,3,C,1:26,21.3,16,14.2,32.2,15.5,250.364183,364.6129703,340.1692005,386.5966365,404.0307959,583.7738449,605.1461411,615.3676741,623.1438643,631.066775
FRF,5/20/2016,HAY,4,A,15:24,21.7,17.1,14.7,27.23,14.49,182.7532455,377.3848778,582.8353919,667.6752179,946.2137473,1734.178134,1683.894846,1671.214488,1704.461767,1706.188564
FRF,5/26/2016,HAY,4,A,10:32,27.9,16.6,15.5,23.43,15.62,255.0869603,426.9027338,719.6534318,852.9862339,1113.78661,1833.673447,1810.69188,1778.262027,1841.343232,1813.776468
FRF,6/3/2016,HAY,4,A,16:09,22.1,20.2,18.5,14.9,14.87,226.5126459,416.2092789,569.304971,763.7158493,929.2893439,1526.750512,1399.210477,1372.303068,1309.654193,1315.003256
FRF,6/9/2016,HAY,4,A,11:08,18.1,19.9,17.8,25.83,15.48,142.0018248,185.6402518,229.8782302,291.5824804,323.4825818,2038.847975,1978.033914,2058.384662,2019.583386,2029.40615
FRF,6/17/2016,HAY,4,A,13:45,21.5,28.8,22.9,22.5,14.84,174.2595847,246.6523827,330.9117015,392.1852787,457.1151085,1733.030535,1732.550701,1738.637018,1735.732759,1739.419905
FRF,6/23/2016,HAY,4,A,8:14,20,16.9,17.4,13.27,14.61,109.0033695,151.7493907,220.4372458,243.7626818,270.0994438,1850.752813,1702.912209,1716.055914,1721.662852,1745.785724
FRF,6/30/2016,HAY,4,A,8:09,23,19.7,20.3,13.47,15.16,133.9484512,201.8802325,261.6127306,337.4201394,494.8607634,1612.789498,2362.584375,2922.519226,1831.025013,1781.946379
FRF,7/6/2016,HAY,4,A,9:46,29,21.2,20.3,9.87,15.4,128.8245194,174.9077313,224.2092516,248.3942039,325.7288841,1794.717394,1743.988243,1692.57925,1783.969418,1794.458406
FRF,7/15/2016,HAY,4,A,8:16,24.3,22,21.8,11.9,15.56,142.1828973,258.8272881,331.5698772,397.3917065,452.3152685,747.9004327,777.7222061,769.3519844,775.8926494,799.9970583
FRF,7/21/2016,HAY,4,A,9:38,24.1,20.1,19.4,9.7,14.59,124.2711533,199.3056434,267.8297816,331.8825241,380.3077388,800.3510704,794.6878207,798.535372,807.7867876,810.1644879
FRF,7/28/2016,HAY,4,A,11:34,29.9,26.3,23.6,8.1,16.21,141.5526867,180.4120742,224.0015648,228.6422332,281.3640028,823.1022839,857.9778772,840.4920425,831.3648212,821.0846876
FRF,8/3/2016,HAY,4,A,13:09,23.3,25.4,22.3,22.57,14.99,129.4629648,215.3911563,317.4175968,411.365682,470.5608945,615.2318018,598.5050285,598.0625213,619.3471191,620.5861393
FRF,8/13/2016,HAY,4,A,10:34,27.5,25.7,24.7,27.43,15.56,132.1943216,203.0508661,331.9147778,420.5668641,561.5253352,708.9407699,707.4640975,715.1332674,726.2321281,740.0223436
FRF,8/16/2016,HAY,4,A,9:38,20.6,22.6,23,27.63,15.76,186.2027855,249.2406419,311.8033798,347.2625154,449.6587563,775.2284656,725.0032965,740.8765728,738.3194797,741.8415136
FRF,8/26/2016,HAY,4,A,13:31,27.1,24.1,22.5,27.83,14.4,105.6716855,224.0722402,335.2638312,378.8202122,463.4053869,606.6967942,651.8931846,657.5179764,661.2810413,648.3281757
FRF,9/2/2016,HAY,4,A,12:58,22.8,22.6,20.5,19.93,14.73,131.4778381,191.3085222,286.4717067,376.3721138,402.3081139,322.756767,284.1071216,280.1239758,289.5347049,308.4874755
FRF,9/9/2016,HAY,4,A,11:26,27.3,23.4,21.7,19.37,14.47,100.814639,216.1196686,295.871693,456.9516163,519.0602355,319.6493874,325.3295008,329.9846314,330.027339,333.6147791
FRF,9/14/2016,HAY,4,A,12:36,25,20.9,19.3,17.4,15.71,141.3980032,213.0490511,319.0264164,355.5739663,403.2176513,228.1292062,269.4298259,268.6914908,265.8304423,281.1047497
FRF,9/22/2016,HAY,4,A,8:13,16,16.5,17.4,21.6,14.72,120.0779438,173.8968944,238.0671007,303.8506304,312.6589427,337.5408258,374.2284359,370.8025243,379.2155224,384.8314154
FRF,9/30/2016,HAY,4,A,11:41,15.1,13.8,14,26.7,15.04,91.00077976,139.6704849,207.5150628,250.4215337,297.9547506,279.8298504,353.0967221,387.2372799,381.0169557,392.9827701
FRF,10/7/2016,HAY,4,A,9:03,10,12,13,25.3,14.87,140.8682121,159.9403643,170.2895458,212.9511027,268.6472698,464.8263437,465.9362182,484.968511,490.2301384,498.7802829
FRF,10/14/2016,HAY,4,A,11:11,10.6,10.9,11.3,21.23,15.29,108.9540827,142.9722896,217.6982886,253.1518088,288.5092143,573.626165,609.4320691,584.074863,581.6962976,578.2133983
FRF,10/19/2016,HAY,4,A,9:04,19.8,14.5,14.4,25.2,15.33,118.8557683,167.0594012,228.723538,251.2619389,304.6803193,484.0033228,498.2783588,490.5035624,509.1970619,506.393037
FRF,10/30/2016,HAY,4,A,11:47,15,9.9,8.5,32.93,14.69,115.6547476,156.3348229,186.7094433,227.3156444,266.3397057,514.0506279,523.055513,511.7190059,515.3370401,512.2014104
FRF,5/25/2017,HAY,4,A,11:52,13.2,13.6,13.4,38.1,13.82,112.7403445,126.4419452,164.3298496,232.2619885,225.3019725,901.4132967,556.6369336,553.9611883,-191.5190012,586.4210495
FRF,6/1/2017,HAY,4,A,11:32,18.9,16.3,15.1,39.07,15.46,132.4517235,140.6061002,371.9261715,284.9979627,346.4083569,1,1,1,1,1
FRF,6/8/2017,HAY,4,A,12:30,21.8,17.1,15.8,37.73,16.26,165.3697568,221.6801294,270.6108949,192.9090028,620.2606518,645.9711965,655.7240143,686.6603719,712.6678861,755.7690488
FRF,6/13/2017,HAY,4,A,12:58,28.4,26.6,23.2,32.4,16.01,-194.8175249,-94.17019889,493.7138569,289.6442497,-113.2386075,650.8896293,660.7243618,690.3854965,697.6569211,696.9245474
FRF,6/22/2017,HAY,4,A,11:24,32.2,21.6,19.9,36.73,15.82,450.8362891,433.2308701,420.4691456,751.8095974,680.8941467,646.0038291,681.470557,660.7345829,667.7150099,682.7023971
FRF,6/27/2017,HAY,4,A,12:09,22.6,19.5,18.9,31.93,15.6,1,1,1,1,1,256.9375957,,361.9218205,307.2992897,241.5706433
FRF,7/6/2017,HAY,4,A,11:21,22.2,21.8,20.3,28.9,15.38,165.943009,,278.0301001,579.2919992,610.5241561,628.7441917,640.9271432,723.3382653,674.5057739,1066.927702
FRF,7/11/2017,HAY,4,A,1:01,24.3,23.9,22.1,28,15.4,,243.8525145,304.0490311,408.6008757,567.3594541,,481.1489795,501.6728413,543.3261871,444.542485
FRF,7/20/2017,HAY,4,A,1:07,32.6,25.9,24.2,22.6,14.59,221.5096323,277.7221232,635.658001,756.8243409,1249.321553,714.6027955,672.4571052,678.7908643,683.9340672,721.5556438
FRF,7/26/2017,HAY,4,A,10:49,19.5,18.6,17.8,30.43,15.9,250.5975675,219.1493758,245.5162141,677.7903034,770.5893978,687.5666283,690.2255611,691.2407899,692.8844938,701.054669
FRF,8/1/2017,HAY,4,A,12:55,26.1,28,23.5,25.53,15.77,132.8295039,242.5827575,347.8932489,462.5227049,615.7205998,527.0063901,326.4782664,708.071349,733.8624392,749.1549258
FRF,8/9/2017,HAY,4,A,11:45,22.6,23.9,20.6,31.5,17.13,280.2199286,347.7217972,336.4842038,453.0570668,503.9492737,803.7714369,902.5315785,1184.750677,731.4245325,698.0633456
FRF,8/17/2017,HAY,4,A,11:03,29.3,22.4,20.9,28.67,15.29,157.1745244,195.8215872,345.8353844,432.6085333,459.9196746,616.4036043,629.6314005,643.4220816,,667.2508775
FRF,8/23/2017,HAY,4,A,9:52,20.6,22.3,22.1,40.83,15.54,147.4851767,277.0515616,363.1174921,,644.9774211,598.7477682,497.8940047,639.9632402,677.5040798,653.6189689
FRF,9/7/2017,HAY,4,A,1:40,17.4,19.6,18.6,43.83,15.74,298.1577129,453.8316294,757.4724166,347.3725064,560.3795541,578.1287076,827.3228304,643.503354,613.3171716,632.0038559
FRF,9/13/2017,HAY,4,A,10:41,17.4,17.1,16,30.87,15.92,175.0550165,269.7323468,380.4757239,449.5898067,654.5746374,605.6878623,634.3104065,634.8178984,641.6690393,651.9711253
FRF,9/21/2017,HAY,4,A,12:07,21.6,21.8,19.9,27.9,15.83,294.2467409,313.5131442,430.557405,531.8924901,585.8992365,585.6369771,605.2207549,606.5696375,618.110078,611.1658303
FRF,10/6/2017,HAY,4,A,9:50,15.2,14.8,15.1,23.3,15.91,279.3234893,310.8961767,399.4507613,419.2038706,422.3346174,616.7860133,608.4027724,606.9792032,605.0283861,584.0966463
FRF,10/13/2017,HAY,4,A,2:15,14.7,17.3,15,29.57,16.28,254.6811358,343.9610646,396.4755471,463.1995531,432.126174,654.7208978,622.6202954,665.6094221,671.7213768,654.5154539
FRF,5/20/2016,HAY,4,B,15:24,21.7,17.7,15.3,26.33,14.69,185.275913,448.3199043,665.3433463,846.8232688,1054.430448,1758.116175,1758.220691,1745.626586,1701.99141,1712.678109
FRF,5/26/2016,HAY,4,B,10:32,27.9,17.5,15.8,21.17,15.16,247.4670084,289.0679336,540.2088095,777.5219518,882.0025209,1778.897996,1770.109374,1740.697146,1802.136621,1711.150123
FRF,6/3/2016,HAY,4,B,16:09,22.1,22,19.3,16.3,14.3,217.8787558,409.2723418,614.2297753,792.028546,848.9206135,1468.555985,1328.59683,1256.902194,1374.448655,1340.264424
FRF,6/9/2016,HAY,4,B,11:08,18.1,16.6,16.3,31.63,15.91,145.9774681,184.6437119,220.1620517,296.1599908,299.28752,2095.929863,2126.782614,2084.279663,2039.818696,2021.189565
FRF,6/17/2016,HAY,4,B,13:45,21.5,27.9,22.1,18.6,14.3,167.8683275,204.3991952,257.5745332,378.8641648,398.9631477,1669.468786,1668.398346,1665.308668,1673.312639,1672.765255
FRF,6/23/2016,HAY,4,B,8:14,20,16.2,16.9,16,15.26,113.8111227,162.1691047,235.0411096,245.2982386,287.8885185,1932.382975,1881.900367,1847.319508,1737.695462,2002.334335
FRF,6/30/2016,HAY,4,B,8:09,23,19.3,20,12.27,14.84,131.1987762,204.4838895,240.819498,359.0096065,368.4797097,1579.682382,1636.198792,1636.628212,1626.298281,1635.268382
FRF,7/6/2016,HAY,4,B,9:46,29,22.2,20.8,11.43,16.07,134.4013384,166.5141891,265.1887232,294.2200656,452.7741593,1872.410787,1880.381656,1822.525307,1824.551799,1825.125972
FRF,7/15/2016,HAY,4,B,8:16,24.3,21.8,21.7,13.83,14.83,135.5815485,185.2907792,270.5731935,330.8905929,372.6755903,713.176484,733.8501475,745.4518236,755.3088867,748.7665882
FRF,7/21/2016,HAY,4,B,9:38,24.1,20.5,19.3,14.7,14.18,120.7692243,190.4084904,238.3599007,279.9148926,391.8261405,777.7973845,788.7206808,768.4915763,773.7641674,775.3186365
FRF,7/28/2016,HAY,4,B,11:34,29.9,26.6,23,8.07,14.9,130.1042858,161.7381567,220.7222878,229.0566049,257.9230259,756.5319827,763.3756701,766.9520487,771.9854705,777.6370317
FRF,8/3/2016,HAY,4,B,13:09,23.3,27.1,23.2,24.93,15.12,130.6145998,206.8888279,313.7853489,435.2396576,514.9562797,620.7045829,619.8563401,623.5171772,624.7225748,628.6959223
FRF,8/13/2016,HAY,4,B,10:34,27.5,25.9,24.5,27.47,15.5,131.722199,214.6036557,290.4448495,457.7682601,431.8269255,706.4088386,704.5814564,724.5877314,737.7353902,748.3674319
FRF,8/16/2016,HAY,4,B,9:38,20.6,22.7,23,30.27,14.8,174.9098098,205.7303793,308.4878406,371.0472355,502.8810929,728.2117886,679.2652001,692.0003773,703.3985875,715.8844996
FRF,8/26/2016,HAY,4,B,13:31,27.1,23.6,22.3,26.77,15.49,113.6622914,234.1521724,325.0137865,490.6209605,548.2931719,652.573558,695.2652729,709.197599,705.0647683,702.3805587
FRF,9/2/2016,HAY,4,B,12:58,22.8,20.8,19.8,22.37,15.48,138.1211376,214.8450898,286.0016174,341.3369766,406.8437786,339.0649897,283.9319948,292.6226837,291.4271392,306.7852879
FRF,9/9/2016,HAY,4,B,11:26,27.3,23.6,21.4,24.37,15.01,104.6087383,245.2288273,388.8375421,572.3424771,639.3131052,331.679203,337.9276034,345.6827102,356.9386937,372.7591116
FRF,9/14/2016,HAY,4,B,12:36,25,20.5,18.8,20.23,14.52,130.6981543,190.6843675,278.9326474,348.1696126,393.6169438,210.8662464,269.9846831,252.6671613,248.7856478,238.1221491
FRF,9/22/2016,HAY,4,B,8:13,16,16.2,17.3,25.1,14.68,119.7154443,174.1869441,222.2624145,268.5890973,382.702895,336.5218346,368.7103318,382.1348158,379.6271827,379.2380672
FRF,9/30/2016,HAY,4,B,11:41,15.1,13.8,13.7,26.5,14.1,85.28802771,154.3052538,196.7595305,245.3068289,279.7397209,262.2629839,328.2157301,326.7026441,331.5534197,338.8518342
FRF,10/7/2016,HAY,4,B,9:03,10,11.1,12.9,27.17,15.19,143.9214096,170.3010287,189.551021,203.676594,247.2564377,474.9010552,475.8669956,470.5753218,485.8623795,479.9827419
FRF,10/14/2016,HAY,4,B,11:11,10.6,11.1,11.1,26.53,15.48,110.3001724,154.1380543,205.578481,256.0977803,238.284992,580.7131162,578.3911627,584.7335356,594.8168335,574.9512316
FRF,10/19/2016,HAY,4,B,9:04,19.8,14.3,14.2,26.9,15.07,116.7887114,152.840461,211.1377505,252.5316013,310.8883576,475.5858737,461.9348165,475.2310297,480.0109871,473.6237952
